ObjectID,Title,Artist,Date,Culture,Source,CopyrightStatus,Classification,ImageURL
"safe-chinese-41426","Strange Rocks","Gao Yang （高陽）
Chinese
active early/mid-17th century","Ming dynasty (1368–1644), early 17th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/c407c194-992b-d163-18b6-68c08f86e5ac/full/843,/0/default.jpg"
"safe-chinese-79310","Pulling Oars under Clearing Autumn Skies 晴秋涉櫂圖","Lu Zhi 陸治 (Chinese, 1496-1576)","Ming dynasty (1368–1644); c. 1545","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/87565374-6bad-9892-7f4f-cf3fa9e8486d/full/843,/0/default.jpg"
"safe-chinese-84123","Drinking at Night","Tang Yin
Chinese, 1470-1523","Ming dynasty (1368–1644); c. 1520/23","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/480d33f9-7328-a1f8-bb37-7373230b841b/full/843,/0/default.jpg"
"safe-chinese-150406","Landscape with Daoist Immortals Playing Weiqi","Attributed to Dai Jin (Chinese, c.1388-1462)","Ming dynasty (1368–1644), 15th-16th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/7739a403-99b6-d151-c892-e93a0b17e4ef/full/843,/0/default.jpg"
"safe-chinese-21212","Rectangular Vessel with Truncated Neck","China","Ming dynasty (1368–1644), 16th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vessel","https://www.artic.edu/iiif/2/e7d328bb-5ff1-f02e-c40f-a07d26c5b673/full/843,/0/default.jpg"
"safe-chinese-9734","Circular Box with Peacocks, Peonies, and Auspicious Motifs","China","Ming dynasty (1368–1644), Wanli period (1573–1620)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/aa7c1ce6-a2e5-cc39-fc65-2b3d3a890476/full/843,/0/default.jpg"
"safe-chinese-72380","United by Music 合樂圖","Artist unknown (Chinese, 16th century)
Traditionally attributed to Zhou Wenju (10th century) 傳周文矩","Ming dynasty (1368–1644), 15th/16th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/6ae82203-7056-0e36-450b-71d1bd12eac2/full/843,/0/default.jpg"
"safe-chinese-145677","Poetic Thoughts in a Forest Pavilion 林堂詩思圖","Ni Zan 倪瓚 (Chinese, 1301–1374)","Ming dynasty (1368–1644), c. 1371","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/5f28e5c2-9ccf-86f2-58f7-6fa4ca267cba/full/843,/0/default.jpg"
"safe-chinese-75568","Recluse Dwellings in the Autumn Mountains","Mi Wanzhong 米萬鍾
Chinese, 1570-1628","Ming dynasty (1368–1644), dated 1621","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/eb98bfbb-c0a7-26bb-ca83-30acff14aae6/full/843,/0/default.jpg"
"safe-chinese-49011","History of the Life of Tao Yuanming","Li Zongmo (Chinese, active c. 1573–1636)","Ming dynasty (1368–1644)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/448fbb2a-4171-9c2b-e3cc-9a3ba2effcfe/full/843,/0/default.jpg"
"safe-chinese-75320","Return to Stone Lake 石湖歸棹圖","Shen Zhou, 沈周
Chinese, 1427-1509","Ming dynasty (1368–1644), dated 1466","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/4954c682-2179-be5d-88a3-bd53d5903d7c/full/843,/0/default.jpg"
"safe-chinese-51450","Pavilion of Eight Poems 八詠樓詩畫","Chen Chun 陳淳 (Chinese, 1483-1544)","Ming dynasty (1368–1644), dated 1538","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/7eeb9d38-a1f4-47b4-b335-654fdd20b1bb/full/843,/0/default.jpg"
"safe-chinese-204588","Landscape in the Style of Ancient Masters: After Gao Shangshu, Following Dong Yuan and Ju Ran, and Later in the Style of Mi Fu","Lan Ying (Chinese, 1585-1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/449ca9e0-03dd-26c4-2b2e-a94847c35aeb/full/843,/0/default.jpg"
"safe-chinese-204587","Landscape in the Style of Ancient Masters: after Ni Zan (1301-1374)","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/97ff9a90-1148-5ffa-ba6e-714db56bf4d6/full/843,/0/default.jpg"
"safe-chinese-204589","Landscape in the Style of Ancient Masters: after Fang Congyi (active c. 1340-80)","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/deaed2df-11a1-1803-58d8-04b4091e7d71/full/843,/0/default.jpg"
"safe-chinese-129930","Jar with Birds and Butterflies on Flowering Branches","China","Ming dynasty (1368–1644)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/8aebb384-4c12-0246-1e76-c7a37e29c946/full/843,/0/default.jpg"
"safe-chinese-21266","Bowl with Dragons Chasing Flaming Pearls amid Clouds","China","Ming dynasty (1368–1644), 16th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/b80e596f-67b3-a53a-7be0-77085f7c6ca9/full/843,/0/default.jpg"
"safe-chinese-13954","Visiting Dai Kui on a Snowy Night 雪夜訪戴圖","Xia Kui 夏葵 (Chinese, 15th century)","Ming dynasty (1368–1644), 15th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/ea7ace5e-41bc-7cc7-dd81-70dd1379a5b7/full/843,/0/default.jpg"
"safe-chinese-89984","Washing the White Elephant","Attributed to Qian Xuan (Chinese, 1235-1305)","Ming dynasty (1369–1644) or earlier","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/0b47bf51-b805-a7dd-7ab7-04b59c24e709/full/843,/0/default.jpg"
"safe-chinese-21325","Jar with the Four Accomplishments: Painting, Calligraphy, Music, Strategy","China","Ming dynasty (1368–1644), 15th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/a1e90efc-120f-ca7a-e303-236013238252/full/843,/0/default.jpg"
"safe-chinese-13956","Watching the Waterfall 高士觀瀑圖","Xia Kui 夏葵 (Chinese, 15th century)","Ming dynasty (1368–1644), 15th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/6633735b-c948-e149-1fdb-09bcd5f8f879/full/843,/0/default.jpg"
"safe-chinese-204584","Landscape in the Style of Ancient Masters: after Wang Meng (c. 1308-1385)","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/78dd82db-3b7c-c5f4-4781-930540fd2773/full/843,/0/default.jpg"
"safe-chinese-204586","Landscape in the Style of Ancient Masters: Songxuezhai Lan Ying","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/f52c4e63-5db6-122d-a2e1-925ba5e86e72/full/843,/0/default.jpg"
"safe-chinese-12945","Stem Cup with Leechee and Vines","China","Ming dynasty (1368–1644), late15th/early 16th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/3ba33a9c-7b4d-f02a-d445-60923f6f9466/full/843,/0/default.jpg"
"safe-chinese-204585","Landscape in the Style of Ancient Masters: after Ni Zan (1301-1374), Cao Zhibo (1272-1355)","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/026d3d3b-4ed2-7b24-71dd-ac2c4d697045/full/843,/0/default.jpg"
"safe-chinese-80882","Dish with Scrolling Flowers and Breaking Waves","China","Ming dynasty (1368–1644), early 15th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/9f046622-b8cb-e138-525c-b5db71e2dea7/full/843,/0/default.jpg"
"safe-chinese-76391","Planting Fragrant Fungus at the Tiaozhou'an","Attributed to Chen Guan
Chinese, 1563-1639","Ming dynasty (1368–1644), 1627 (?)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/f7c3cd41-4a92-cb27-d9d5-5107f29a7633/full/843,/0/default.jpg"
"safe-chinese-204583","Landscape in the Style of Ancient Masters: Artist's commentary","Lan Ying (Chinese, 1585-c. 1664)","Ming dynasty (1368–1644), dated 1642","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/7d956f63-d613-339f-d7b4-fbfa1f1ddb17/full/843,/0/default.jpg"
"safe-chinese-189318","Dish","China, Qing Dynasty (1644-1911), Yongzhen period (1723-1735)","c. 1725","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/907dc3c3-9d44-5d1b-707f-f83adbc3fddd/full/843,/0/default.jpg"
"safe-chinese-18438","Melon-Shaped Water Pot","China","Qing dynasty (1644–1911), 18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/b8dce7d8-2de9-f915-652e-ba1899dbd081/full/843,/0/default.jpg"
"safe-chinese-80720","Bathing of the Buddha Festival","Hua Ziyou 華子宥 (Chinese, 19th century)","Qing dynasty, 1833","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/4c6c885c-1986-df3f-298c-f7f990132eb4/full/843,/0/default.jpg"
"safe-chinese-15906","Man's Boots","China","Qing dynasty (1644–1911), 19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/036bca90-506b-0230-044f-8dcf85c877a0/full/843,/0/default.jpg"
"safe-chinese-15910","Woman's Shoes","China","Qing dynasty (1644–1911), 19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/0655410d-43d5-9b3f-4af4-bff8276ce10d/full/843,/0/default.jpg"
"safe-chinese-14460","Covered Ewer with Lizard-Shaped Handle","China","Qing dynasty (1644–1911), 18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/ccb22c0f-2cb4-4e74-63bc-432a524f1df0/full/843,/0/default.jpg"
"safe-chinese-18473","Garlic-Head Vase","China","Qing dynasty (1644–1911)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vase","https://www.artic.edu/iiif/2/64212e41-8b0a-8701-ae12-6408e4be5abf/full/843,/0/default.jpg"
"safe-chinese-12616","Censer in the Form of Ancient Bronze Tureen (gui)","China","Qing dynasty (1644–1911)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/f16e5242-f71f-2e51-fbfa-0f22b1a00152/full/843,/0/default.jpg"
"safe-chinese-68830","Emperor's Jifu (Semiformal Court Robe)","Manchu
China","Qing dynasty (1644–1911), 1825/50","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/2363a024-8729-2824-8be4-af724d70a0df/full/843,/0/default.jpg"
"safe-chinese-18522","Cup in the Shape of an Archaic Bronze Vessel with Lizards","China","Qing dynasty (1644–1911), 18th/19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/ecefbe73-ced0-7589-4eab-908370fb18b0/full/843,/0/default.jpg"
"safe-chinese-60877","Vestment (For a First-degree Taoist Priest)","China","Qing dynasty (1644–1911), 1825/75","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/af0961e2-839e-150e-3113-12332aaeb387/full/843,/0/default.jpg"
"safe-chinese-46423","The Five Virtues","Ren Yi (Chinese, 1840-1895)","Qing dynasty (1644–1911), 1895","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/3a3b2046-336d-f070-2c60-7fd4fa666b63/full/843,/0/default.jpg"
"safe-chinese-8037","Cushion Cover","Manchu
China","Qing dynasty (1644–1911), 1700/50","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/be95515d-a511-76d9-d581-408b7c685dea/full/843,/0/default.jpg"
"safe-chinese-12763","Flattened Teapot (Bianhu)","China","Qing dynasty (1644–1911), mid–17th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","teapot","https://www.artic.edu/iiif/2/44b0721e-affc-af97-7dea-bff2f2ff3d7a/full/843,/0/default.jpg"
"safe-chinese-50983","Spring Arriving in the Han Palace 漢宮春曉圖","Yuan Jiang 袁江 (Chinese, active c. 1690–1724)","Qing dynasty (1644–1911), 1717","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/51e388a6-7fac-50a8-8daf-1654d5561ac7/full/843,/0/default.jpg"
"safe-chinese-46435","Mandarin Ducks and Lotus","Ren Yi (Chinese, 1840-1895)","Qing dynasty (1644–1911), 1892","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/d5be5fa4-4450-bf5e-2bee-98dbaab37a34/full/843,/0/default.jpg"
"safe-chinese-75521","Man's Jifu (Semiformal Court Robe)","Manchu
China","Qing dynasty (1644–1911), 1720/40","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/44f1d531-7394-1bc7-36dd-ef4012bb4e41/full/843,/0/default.jpg"
"safe-chinese-46356","Ghosts","Yao Luan 姚鑾 (Chinese, 19th century)","Qing dynasty (1644–1911), 1893","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/54cac2cf-f139-6a98-a277-72b95d4ea1c6/full/843,/0/default.jpg"
"safe-chinese-41910","""Ruby-Back"" Dish with Phoenix","China","Qing dynasty (1644–1911), 18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","plate (general, dish)","https://www.artic.edu/iiif/2/77442dbe-09bb-565e-f680-9a1c34d927e6/full/843,/0/default.jpg"
"safe-chinese-13451","A Thatched Pavilion at the Foot of Two Old Cedar Trees","Luo Mu 羅牧 (Chinese, 1622-1706)","Qing dynasty (1644–1911), dated 1693","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/a9a068d4-f318-a007-ff5d-ca922a9943c9/full/843,/0/default.jpg"
"safe-chinese-18014","Gourd-Shaped Snuff Bottle with a Butterfly, Trailing Tendrils, and Fruit Branches","China","Qing dynasty (1644–1911), 1750–1800","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","snuff bottle","https://www.artic.edu/iiif/2/8b7b172e-f97e-9e15-4d0a-14f377c287c2/full/843,/0/default.jpg"
"safe-chinese-46359","Album of Landscapes and Figures, with Calligraphy by Chen Xiuyu (Chinese, 1858-1942), for Liu Songfu (act. 19th century)Xu Gu (Chinese, 1824-1896), Album of Landscapes and Figures, with Calligraphy by Chen Xiuyu (Chinese, 1858-1942), for Liu Songfu (act. 19th century)Rare, landscapes by Xugu are relatively few. All seals by Xugu are very good. Brushwork of leaves with dark birds is freer, bolder than similar works. But overall, not best quality among Xugu’s works; painted informally for a friend; e.g., leaves with green hills and men under trees. Calligraphy written by Mr. Chen at request of Liu Songfu, dedicated to Ayscough and MacNair. (Comments by Zhong Yinlan, 2006)Suggested Amendments to album title by Jacqueline Chao, 2013:Xu Gu (Chinese, 1824-1896), Album of Landscapes and Figures, with Calligraphy by Chen Xiuyu (Chinese, 1858-1942), for Liu Songfu (act. 19th century)Rare, landscapes by Xugu are relatively few. All seals by Xugu are very good. Brushwork of leaves with dark birds is freer, bolder than similar works. But overall, not best quality among Xugu’s works; painted informally for a friend; e.g., leaves with green hills and men under trees. Calligraphy written by Mr. Chen at request of Liu Songfu, dedicated to Ayscough and MacNair. (Comments by Zhong Yinlan, 2006)","Chen Xiuyu 陳脩榆 (Chinese, 1858–1942)","Qing dynasty (1644–1911), 1896","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","album leaf","https://www.artic.edu/iiif/2/d6fbc526-8317-ebbf-e403-bc89daa492d9/full/843,/0/default.jpg"
